| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
| 11704 | ....  ... ..  .. .... ... | 0D9C  G#3 AC  21 .... ... | 0B72  F-3 A9  21 .... A17 | .... .. ... . |
| 11705 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... A1C | .... .. ... . |
| 11706 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... A21 | .... .. ... . |
| 11707 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... A26 | .... .. ... . |
| 11708 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... A2B | .... .. ... . |
| 11709 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... A30 | .... .. ... . |
| 11710 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... A35 | .... .. ... . |
| 11711 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... A3A | .... .. ... . |
| 11712 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... A3F | .... .. ... . |
| 11713 | ....  ... ..  .. .... ... | 0D94 (- 0008) .. .... ... | 0B6A (- 0008) .. .... A44 | .... .. ... . |
| 11714 | ....  ... ..  .. .... ... | 0D8C (- 0008) .. .... ... | 0B62 (- 0008) .. .... A49 | .... .. ... . |
| 11715 | ....  ... ..  .. .... ... | 0D84 (- 0008) .. .... ... | 0B5A (- 0008) .. .... A4E | .... .. ... . |
| 11716 | ....  ... ..  .. .... ... | 0D7C (- 0008) .. .... ... | 0B52 (- 0008) .. .... A53 | .... .. ... . |
| 11717 | ....  ... ..  .. .... ... | 0D74 (- 0008) .. .... ... | 0B4A (E-3 A8) .. .... A58 | .... .. ... . |
| 11718 | ....  ... ..  .. .... ... | 0D6C (G-3 AB) .. .... ... | 0B42 (- 0008) .. .... A5D | .... .. ... . |
| 11719 | ....  ... ..  .. .... ... | 0D64 (- 0008) .. .... ... | 0B3A (- 0008) .. .... A62 | .... .. ... . |
| 11720 | ....  ... ..  .. .... ... | 0D9C  G#3 AC  21 .... ... | 0B72  F-3 A9  21 .... A67 | .... .. ... . |
| 11721 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... A6C | .... .. ... . |
| 11722 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... A71 | .... .. ... . |
| 11723 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... A76 | .... .. ... . |
| 11724 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... A7B | .... .. ... . |
| 11725 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... A80 | .... .. ... . |
| 11726 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... A85 | .... .. ... . |
| 11727 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... A8A | .... .. ... . |
| 11728 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... A8F | .... .. ... . |
| 11729 | ....  ... ..  .. .... ... | 0D94 (- 0008) .. .... ... | 0B6A (- 0008) .. .... A94 | .... .. ... . |
| 11730 | ....  ... ..  .. .... ... | 0D8C (- 0008) .. .... ... | 0B62 (- 0008) .. .... A99 | .... .. ... . |
| 11731 | ....  ... ..  .. .... ... | 0D84 (- 0008) .. .... ... | 0B5A (- 0008) .. .... A9E | .... .. ... . |
| 11732 | ....  ... ..  .. .... ... | 0D7C (- 0008) .. .... ... | 0B52 (- 0008) .. .... AA3 | .... .. ... . |
| 11733 | ....  ... ..  .. .... ... | 0D74 (- 0008) .. .... ... | 0B4A (E-3 A8) .. .... AA8 | .... .. ... . |
| 11734 | ....  ... ..  .. .... ... | 0D6C (G-3 AB) .. .... ... | 0B42 (- 0008) .. .... AAD | .... .. ... . |
| 11735 | ....  ... ..  .. .... ... | 0D64 (- 0008) .. .... ... | 0B3A (- 0008) .. .... AB2 | .... .. ... . |
| 11736 | ....  ... ..  .. .... ... | 0D9C  G#3 AC  21 .... ... | 0B72  F-3 A9  21 .... AB7 | .... .. ... . |
| 11737 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ABC | .... .. ... . |
| 11738 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... AC1 | .... .. ... . |
| 11739 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... AC6 | .... .. ... . |
| 11740 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ACB | .... .. ... . |
| 11741 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... AD0 | .... .. ... . |
| 11742 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... AD5 | .... .. ... . |
| 11743 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ADA | .... .. ... . |
| 11744 | ....  ... ..  .. .... ... | 0D9C  G#3 AC  21 .... ... | 0B72  F-3 A9  21 .... ADF | .... .. ... . |
| 11745 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... AE4 | .... .. ... . |
| 11746 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... AE9 | .... .. ... . |
| 11747 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... AEE | .... .. ... . |
| 11748 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... AF3 | .... .. ... . |
| 11749 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... AF8 | .... .. ... . |
| 11750 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... AFD | .... .. ... . |
| 11751 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... A02 | .... .. ... . |
| 11752 | ....  ... ..  .. .... ... | 0D9C  G#3 AC  21 .... ... | 0B72  F-3 A9  21 .... B07 | .... .. ... . |
| 11753 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... B0C | .... .. ... . |
| 11754 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... B11 | .... .. ... . |
| 11755 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... B16 | .... .. ... . |
| 11756 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... B1B | .... .. ... . |
| 11757 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... B20 | .... .. ... . |
| 11758 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... B25 | .... .. ... . |
| 11759 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... B2A | .... .. ... . |
| 11760 | ....  ... ..  .. .... ... | 0D9C  G#3 AC  21 .... ... | 0B72  F-3 A9  21 .... B2F | .... .. ... . |
| 11761 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... B34 | .... .. ... . |
| 11762 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... B39 | .... .. ... . |
| 11763 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... B3E | .... .. ... . |
| 11764 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... B43 | .... .. ... . |
| 11765 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... B48 | .... .. ... . |
| 11766 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... B4D | .... .. ... . |
| 11767 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... B52 | .... .. ... . |
| 11768 | ....  ... ..  .. .... ... | 0D9C  G#3 AC  21 .... ... | 0B72  F-3 A9  21 .... B57 | .... .. ... . |
| 11769 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... B5C | .... .. ... . |
| 11770 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... B61 | .... .. ... . |
| 11771 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... B66 | .... .. ... . |
| 11772 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... B6B | .... .. ... . |
| 11773 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... B70 | .... .. ... . |
| 11774 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... B75 | .... .. ... . |
| 11775 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... B7A | .... .. ... . |
| 11776 | ....  ... ..  .. .... ... | 0D9C  G#3 AC  21 .... ... | 0ACD  E-3 A8  21 .... B7F | .... .. ... . |
| 11777 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... B84 | .... .. ... . |
| 11778 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... B89 | .... .. ... . |
| 11779 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... B8E | .... .. ... . |
| 11780 | ....  ... ..  .. .... ... | 0D9C  G#3 AC  21 .... ... | 0ACD  E-3 A8  21 .... B93 | .... .. ... . |
| 11781 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... B98 | .... .. ... . |
| 11782 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... B9D | .... .. ... . |
| 11783 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... BA2 | .... .. ... . |
| 11784 | ....  ... ..  .. .... ... | 0D9C  G#3 AC  21 .... ... | 0ACD  E-3 A8  21 .... BA7 | .... .. ... . |
| 11785 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... BAC | .... .. ... . |
| 11786 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... BB1 | .... .. ... . |
| 11787 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... BB6 | .... .. ... . |
| 11788 | ....  ... ..  .. .... ... | 0D9C  G#3 AC  21 .... ... | 0ACD  E-3 A8  21 .... BBB | .... .. ... . |
| 11789 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... BC0 | .... .. ... . |
| 11790 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... BC5 | .... .. ... . |
| 11791 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... BCA | .... .. ... . |
| 11792 | ....  ... ..  .. .... ... | 0D9C  G#3 AC  21 .... ... | 0ACD  E-3 A8  21 .... BCF | .... .. ... . |
| 11793 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... BD4 | .... .. ... . |
| 11794 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... BD9 | .... .. ... . |
| 11795 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... BDE | .... .. ... . |
| 11796 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... BE3 | .... .. ... . |
| 11797 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... BE8 | .... .. ... . |
| 11798 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... BED | .... .. ... . |
| 11799 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... BF2 | .... .. ... . |
| 11800 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... BF7 | .... .. ... . |
| 11801 | ....  ... ..  .. .... ... | 0D94 (- 0008) .. .... ... | 0AC5 (- 0008) .. .... BFC | .... .. ... . |
| 11802 | ....  ... ..  .. .... ... | 0D8C (- 0008) .. .... ... | 0ABD (- 0008) .. .... B01 | .... .. ... . |
| 11803 | ....  ... ..  .. .... ... | 0D84 (- 0008) .. .... ... | 0AB5 (- 0008) .. .... C06 | .... .. ... . |
| 11804 | ....  ... ..  .. .... ... | 0D7C (- 0008) .. .... ... | 0AAD (- 0008) .. .... C0B | .... .. ... . |
| 11805 | ....  ... ..  .. .... ... | 0D74 (- 0008) .. .... ... | 0AA5 (D#3 A7) .. .... C10 | .... .. ... . |
| 11806 | ....  ... ..  .. .... ... | 0D6C (G-3 AB) .. .... ... | 0A9D (- 0008) .. .... C15 | .... .. ... . |
| 11807 | ....  ... ..  .. .... ... | 0D64 (- 0008) .. .... ... | 0A95 (- 0008) .. .... C1A | .... .. ... . |
| 11808 | ....  ... ..  .. .... ... | 0D9C  G#3 AC  21 .... ... | 0ACD  E-3 A8  21 .... C1F | .... .. ... . |
| 11809 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... C24 | .... .. ... . |
| 11810 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... C29 | .... .. ... . |
| 11811 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... C2E | .... .. ... . |
| 11812 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... C33 | .... .. ... . |
| 11813 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... C38 | .... .. ... . |
| 11814 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... C3D | .... .. ... . |
| 11815 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... C42 | .... .. ... . |
| 11816 | ....  ... ..  .. .... ... | 0D9C  G#3 AC  21 .... ... | 0ACD  E-3 A8  21 .... C47 | .... .. ... . |
| 11817 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... C4C | .... .. ... . |
| 11818 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... C51 | .... .. ... . |
| 11819 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... C56 | .... .. ... . |
| 11820 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... C5B | .... .. ... . |
| 11821 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... C60 | .... .. ... . |
| 11822 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... C65 | .... .. ... . |
| 11823 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... C6A | .... .. ... . |
| 11824 | ....  ... ..  .. .... ... | 0D9C  G#3 AC  21 .... ... | 0ACD  E-3 A8  21 .... C6F | .... .. ... . |
| 11825 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... C74 | .... .. ... . |
| 11826 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... C79 | .... .. ... . |
| 11827 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... C7E | .... .. ... . |
| 11828 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... C83 | .... .. ... . |
| 11829 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... C88 | .... .. ... . |
| 11830 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... C8D | .... .. ... . |
| 11831 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... C92 | .... .. ... . |
| 11832 | ....  ... ..  .. .... ... | 0D9C  G#3 AC  21 .... ... | 0ACD  E-3 A8  21 .... C97 | .... .. ... . |
| 11833 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... C9C | .... .. ... . |
| 11834 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... CA1 | .... .. ... . |
| 11835 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... CA6 | .... .. ... . |
| 11836 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... CAB | .... .. ... . |
| 11837 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... CB0 | .... .. ... . |
| 11838 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... CB5 | .... .. ... . |
| 11839 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... CBA | .... .. ... . |
| 11840 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... CBF | .... .. ... . |
| 11841 | ....  ... ..  .. .... ... | 0D94 (- 0008) .. .... ... | 0AC5 (- 0008) .. .... CC4 | .... .. ... . |
| 11842 | ....  ... ..  .. .... ... | 0D8C (- 0008) .. .... ... | 0ABD (- 0008) .. .... CC9 | .... .. ... . |
| 11843 | ....  ... ..  .. .... ... | 0D84 (- 0008) .. .... ... | 0AB5 (- 0008) .. .... CCE | .... .. ... . |
| 11844 | ....  ... ..  .. .... ... | 0D7C (- 0008) .. .... ... | 0AAD (- 0008) .. .... CD3 | .... .. ... . |
| 11845 | ....  ... ..  .. .... ... | 0D74 (- 0008) .. .... ... | 0AA5 (D#3 A7) .. .... CD8 | .... .. ... . |
| 11846 | ....  ... ..  .. .... ... | 0D6C (G-3 AB) .. .... ... | 0A9D (- 0008) .. .... CDD | .... .. ... . |
| 11847 | ....  ... ..  .. .... ... | 0D64 (- 0008) .. .... ... | 0A95 (- 0008) .. .... CE2 | .... .. ... . |
| 11848 | ....  ... ..  .. .... ... | 0D9C  G#3 AC  21 .... ... | 0ACD  E-3 A8  21 .... CE7 | .... .. ... . |
| 11849 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... CEC | .... .. ... . |
| 11850 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... CF1 | .... .. ... . |
| 11851 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... CF6 | .... .. ... . |
| 11852 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... CFB | .... .. ... . |
| 11853 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... C00 | .... .. ... . |
| 11854 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... D05 | .... .. ... . |
| 11855 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... D0A | .... .. ... . |
| 11856 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... D0F | .... .. ... . |
| 11857 | ....  ... ..  .. .... ... | 0D94 (- 0008) .. .... ... | 0AC5 (- 0008) .. .... D14 | .... .. ... . |
| 11858 | ....  ... ..  .. .... ... | 0D8C (- 0008) .. .... ... | 0ABD (- 0008) .. .... D19 | .... .. ... . |
| 11859 | ....  ... ..  .. .... ... | 0D84 (- 0008) .. .... ... | 0AB5 (- 0008) .. .... D1E | .... .. ... . |
| 11860 | ....  ... ..  .. .... ... | 0D7C (- 0008) .. .... ... | 0AAD (- 0008) .. .... D23 | .... .. ... . |
| 11861 | ....  ... ..  .. .... ... | 0D74 (- 0008) .. .... ... | 0AA5 (D#3 A7) .. .... D28 | .... .. ... . |
| 11862 | ....  ... ..  .. .... ... | 0D6C (G-3 AB) .. .... ... | 0A9D (- 0008) .. .... D2D | .... .. ... . |
| 11863 | ....  ... ..  .. .... ... | 0D64 (- 0008) .. .... ... | 0A95 (- 0008) .. .... D32 | .... .. ... . |
| 11864 | ....  ... ..  .. .... ... | 0D9C  G#3 AC  21 .... ... | 0ACD  E-3 A8  21 .... D37 | .... .. ... . |
| 11865 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... D3C | .... .. ... . |
| 11866 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... D41 | .... .. ... . |
| 11867 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... D46 | .... .. ... . |
| 11868 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... D4B | .... .. ... . |
| 11869 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... D50 | .... .. ... . |
| 11870 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... D55 | .... .. ... . |
| 11871 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... D5A | .... .. ... . |
| 11872 | ....  ... ..  .. .... ... | 0D9C  G#3 AC  21 .... ... | 0ACD  E-3 A8  21 .... D5F | .... .. ... . |
| 11873 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... D64 | .... .. ... . |
| 11874 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... D69 | .... .. ... . |
| 11875 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... D6E | .... .. ... . |
| 11876 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... D73 | .... .. ... . |
| 11877 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... D78 | .... .. ... . |
| 11878 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... D7D | .... .. ... . |
| 11879 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... D82 | .... .. ... . |
| 11880 | ....  ... ..  .. .... ... | 0D9C  G#3 AC  21 .... ... | 0ACD  E-3 A8  21 .... D87 | .... .. ... . |
| 11881 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... D8C | .... .. ... . |
| 11882 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... D91 | .... .. ... . |
| 11883 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... D96 | .... .. ... . |
| 11884 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... D9B | .... .. ... . |
| 11885 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... DA0 | .... .. ... . |
| 11886 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... DA5 | .... .. ... . |
| 11887 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... DAA | .... .. ... . |
| 11888 | ....  ... ..  .. .... ... | 0D9C  G#3 AC  21 .... ... | 0ACD  E-3 A8  21 .... DAF | .... .. ... . |
| 11889 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... DB4 | .... .. ... . |
| 11890 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... DB9 | .... .. ... . |
| 11891 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... DBE | .... .. ... . |
| 11892 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... DC3 | .... .. ... . |
| 11893 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... DC8 | .... .. ... . |
| 11894 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... DCD | .... .. ... . |
| 11895 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... DD2 | .... .. ... . |
| 11896 | ....  ... ..  .. .... ... | 0D9C  G#3 AC  21 .... ... | 0ACD  E-3 A8  21 .... DD7 | .... .. ... . |
| 11897 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... DDC | .... .. ... . |
| 11898 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... DE1 | .... .. ... . |
| 11899 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... DE6 | .... .. ... . |
| 11900 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... DEB | .... .. ... . |
| 11901 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... DF0 | .... .. ... . |
| 11902 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... DF5 | .... .. ... . |
| 11903 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... DFA | .... .. ... . |
| 11904 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 .... ... | 07A3  A#2 A2  21 .... DFF | .... .. ... . |
| 11905 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... D04 | .... .. ... . |
| 11906 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... E09 | .... .. ... . |
| 11907 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... E0E | .... .. ... . |
| 11908 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 .... ... | 07A3  A#2 A2  21 .... E13 | .... .. ... . |
| 11909 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... E18 | .... .. ... . |
| 11910 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... E1D | .... .. ... . |
| 11911 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... E22 | .... .. ... . |
| 11912 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 .... ... | 07A3  A#2 A2  21 .... E27 | .... .. ... . |
| 11913 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... E2C | .... .. ... . |
| 11914 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... E31 | .... .. ... . |
| 11915 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... E36 | .... .. ... . |
| 11916 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 .... ... | 07A3  A#2 A2  21 .... E3B | .... .. ... . |
| 11917 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... E40 | .... .. ... . |
| 11918 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... E45 | .... .. ... . |
| 11919 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... E4A | .... .. ... . |
| 11920 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 .... ... | 07A3  A#2 A2  21 .... E4F | .... .. ... . |
| 11921 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... E54 | .... .. ... . |
| 11922 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... E59 | .... .. ... . |
